Date,Product,Category,Region,Quantity,Unit_Price,Total_Amount,Discount,Net_Amount
2024-09-08 16:30:32.936941,Laptop,Electronics,North,5,51222.6249134514,256113.124567257,18483.94422609684,237629.18034116016
2024-09-08 16:30:32.936941,Tablet,Electronics,South,3,19704.5136928641,59113.5410785923,5281.547274138417,53831.99380445389
2024-09-08 16:30:32.936941,Mouse,Peripherals,Central,8,2832.3451677498865,22658.761341999092,3148.8294576827834,19509.93188431631
2024-09-08 16:30:32.936941,Mobile Phone,Electronics,West,6,66890.86890508489,401345.2134305093,19035.597721167636,382309.6157093417
2024-09-09 16:30:32.936941,Mouse,Peripherals,Central,9,1596.8616884708476,14371.75519623763,1146.5588246049545,13225.196371632675
2024-09-09 16:30:32.936941,USB Drive,Peripherals,Central,5,1691.037783905444,8455.18891952722,1133.704599519003,7321.484320008217
2024-09-09 16:30:32.936941,Monitor,Electronics,Central,4,14293.839566454088,57175.35826581635,4601.027021109157,52574.331244707195
2024-09-10 16:30:32.936941,Laptop,Electronics,North,4,67420.0131569007,269680.0526276028,28970.881584715567,240709.17104288726
2024-09-10 16:30:32.936941,Speaker,Accessories,East,5,3808.5105238598044,19042.552619299022,731.2783855021781,18311.274233796845
2024-09-10 16:30:32.936941,Keyboard,Peripherals,North,8,6097.051123037091,48776.40898429673,5388.16578464389,43388.24319965284
2024-09-10 16:30:32.936941,Monitor,Electronics,West,8,14965.615311018693,119724.92248814955,10917.016376699743,108807.9061114498
2024-09-11 16:30:32.936941,Tablet,Electronics,West,9,42572.64610500724,383153.8149450652,52786.41475722205,330367.40018784313
2024-09-11 16:30:32.936941,Laptop,Electronics,East,3,54893.58656542911,164680.75969628734,24097.932747262792,140582.82694902454
2024-09-11 16:30:32.936941,Speaker,Accessories,South,9,4728.772710242614,42558.95439218353,1309.5792904954003,41249.37510168813
2024-09-11 16:30:32.936941,Speaker,Accessories,North,1,7209.919791379238,7209.919791379238,167.89045823316363,7042.029333146074
2024-09-12 16:30:32.936941,Monitor,Electronics,Central,8,29319.98629717047,234559.89037736377,953.3449546924437,233606.54542267133
2024-09-12 16:30:32.936941,Webcam,Accessories,South,7,6831.88980414743,47823.22862903201,7092.630388733923,40730.59824029809
2024-09-13 16:30:32.936941,Tablet,Electronics,East,8,48054.34039520457,384434.72316163656,7079.954938219521,377354.76822341705
2024-09-13 16:30:32.936941,Tablet,Electronics,Central,3,46243.50988769412,138730.52966308236,8519.684303809265,130210.8453592731
2024-09-13 16:30:32.936941,Speaker,Accessories,North,9,12398.118327315098,111583.06494583588,376.07914343575055,111206.98580240013
2024-09-13 16:30:32.936941,Webcam,Accessories,East,9,2110.3440592848006,18993.096533563206,2604.8048240287785,16388.291709534427
2024-09-13 16:30:32.936941,USB Drive,Peripherals,North,5,710.0278079906735,3550.1390399533675,389.9035584658975,3160.2354814874698
2024-09-14 16:30:32.936941,Mobile Phone,Electronics,East,9,54397.66269076404,489578.96421687637,56618.7736274174,432960.190589459
2024-09-14 16:30:32.936941,Monitor,Electronics,South,5,28312.140010238727,141560.70005119365,5731.323239026879,135829.37681216677
2024-09-14 16:30:32.936941,Laptop,Electronics,South,4,49720.832673495075,198883.3306939803,21029.691182013583,177853.63951196673
2024-09-15 16:30:32.936941,Webcam,Accessories,North,9,2820.9117855137683,25388.206069623913,3618.7232630784993,21769.482806545413
2024-09-15 16:30:32.936941,Mobile Phone,Electronics,West,7,25202.312711731014,176416.1889821171,17112.324086861845,159303.86489525525
2024-09-15 16:30:32.936941,Mobile Phone,Electronics,Central,9,22365.608682110353,201290.47813899317,27910.822823581195,173379.65531541198
2024-09-15 16:30:32.936941,Tablet,Electronics,South,2,41077.25918420771,82154.51836841542,5928.211105892028,76226.30726252339
2024-09-15 16:30:32.936941,USB Drive,Peripherals,Central,3,978.1287543981049,2934.386263194315,271.0770719113815,2663.309191282933
2024-09-16 16:30:32.936941,Tablet,Electronics,East,2,15744.42937976355,31488.8587595271,1898.451865459367,29590.40689406773
2024-09-16 16:30:32.936941,Speaker,Accessories,Central,5,2043.5027065587299,10217.51353279365,455.1946364184599,9762.318896375189
2024-09-16 16:30:32.936941,Mouse,Peripherals,South,2,1460.8166178992042,2921.6332357984084,344.6117593381283,2577.02147646028
2024-09-17 16:30:32.936941,Speaker,Accessories,South,6,12891.73455868219,77350.40735209314,9637.58056679686,67712.82678529629
2024-09-17 16:30:32.936941,Monitor,Electronics,West,2,34023.09061389625,68046.1812277925,2656.1830375722657,65389.99819022024
2024-09-17 16:30:32.936941,Keyboard,Peripherals,West,3,2954.81449634705,8864.44348904115,1166.730334594846,7697.7131544463045
2024-09-17 16:30:32.936941,Speaker,Accessories,West,3,5658.082487507848,16974.247462523545,12.939824836547569,16961.307637686998
2024-09-18 16:30:32.936941,Mobile Phone,Electronics,South,5,51956.151164045725,259780.75582022863,22262.64998194204,237518.1058382866
2024-09-18 16:30:32.936941,Headphones,Accessories,North,8,8907.669877196422,71261.35901757138,7455.414635178764,63805.94438239261
2024-09-18 16:30:32.936941,Keyboard,Peripherals,North,4,1690.1073397246344,6760.429358898537,163.02088814676895,6597.408470751769
2024-09-18 16:30:32.936941,Webcam,Accessories,Central,4,2054.4344279163497,8217.737711665399,1009.1539121408887,7208.58379952451
2024-09-19 16:30:32.936941,Headphones,Accessories,Central,6,8561.093524670969,51366.56114802581,7298.915235377236,44067.64591264857
2024-09-19 16:30:32.936941,Headphones,Accessories,North,1,1521.2841450291846,1521.2841450291846,135.63674947730777,1385.6473955518768
2024-09-19 16:30:32.936941,Mobile Phone,Electronics,North,7,69290.77684444646,485035.43791112525,62148.301803589384,422887.13610753586
2024-09-19 16:30:32.936941,Headphones,Accessories,North,7,7955.40502015124,55687.83514105868,7597.417653362119,48090.417487696555
2024-09-19 16:30:32.936941,Laptop,Electronics,East,5,78311.55685984514,391557.78429922566,21644.90379065561,369912.88050857006
2024-09-20 16:30:32.936941,Mobile Phone,Electronics,Central,8,32222.074956576453,257776.59965261162,37410.26454899417,220366.33510361746
2024-09-20 16:30:32.936941,Headphones,Accessories,East,4,2126.672129822954,8506.688519291816,343.2364657909898,8163.452053500826
2024-09-20 16:30:32.936941,USB Drive,Peripherals,South,8,1582.8314418904026,12662.651535123221,1809.458660834101,10853.19287428912
2024-09-20 16:30:32.936941,Speaker,Accessories,South,9,11132.044617073352,100188.40155366017,146.83883771290746,100041.56271594726
2024-09-21 16:30:32.936941,Webcam,Accessories,Central,1,6803.520194654498,6803.520194654498,204.2589343026893,6599.261260351808
2024-09-21 16:30:32.936941,USB Drive,Peripherals,South,7,948.2538295059708,6637.776806541795,622.5949155885961,6015.1818909531985
2024-09-21 16:30:32.936941,USB Drive,Peripherals,West,4,1465.3665427947876,5861.4661711791505,71.7707067339394,5789.695464445211
2024-09-21 16:30:32.936941,Headphones,Accessories,North,6,6541.678197480185,39250.06918488111,951.8487814586625,38298.22040342245
2024-09-21 16:30:32.936941,Mobile Phone,Electronics,West,6,33707.284479877926,202243.70687926756,14034.387248760955,188209.3196305066
2024-09-22 16:30:32.936941,Keyboard,Peripherals,West,5,7919.722164284376,39598.610821421884,4307.879376005091,35290.73144541679
2024-09-22 16:30:32.936941,Mouse,Peripherals,West,4,1026.6554725141664,4106.6218900566655,81.04481036515318,4025.577079691512
2024-09-22 16:30:32.936941,Laptop,Electronics,North,8,64318.61098514461,514548.8878811569,45762.82548565777,468786.0623954991
2024-09-23 16:30:32.936941,Laptop,Electronics,West,9,79757.27674049922,717815.490664493,25521.34013270605,692294.1505317868
2024-09-23 16:30:32.936941,Keyboard,Peripherals,North,3,4421.319928889296,13263.959786667887,754.7695622187093,12509.190224449178
2024-09-23 16:30:32.936941,Headphones,Accessories,South,5,7348.470347009832,36742.35173504916,677.7355050208392,36064.61623002832
2024-09-23 16:30:32.936941,Headphones,Accessories,Central,5,5069.791254550917,25348.956272754585,3669.7127450962835,21679.243527658302
2024-09-24 16:30:32.936941,USB Drive,Peripherals,South,2,688.6122677099733,1377.2245354199465,194.15143144723731,1183.0731039727093
2024-09-24 16:30:32.936941,Mouse,Peripherals,South,7,1138.2663118210796,7967.864182747558,20.93475543227388,7946.929427315284
2024-09-24 16:30:32.936941,Monitor,Electronics,West,2,37928.46086520933,75856.92173041866,7410.079345155599,68446.84238526307
2024-09-24 16:30:32.936941,Headphones,Accessories,North,2,4662.171646505835,9324.34329301167,457.405419992188,8866.937873019482
2024-09-25 16:30:32.936941,USB Drive,Peripherals,Central,3,508.63799074718236,1525.913972241547,90.67881683206565,1435.2351554094814
2024-09-25 16:30:32.936941,Mobile Phone,Electronics,North,5,52909.983299088606,264549.91649544303,19858.914711161076,244691.00178428195
2024-09-25 16:30:32.936941,Speaker,Accessories,North,5,8936.83310744942,44684.1655372471,5126.725541312689,39557.43999593441
2024-09-26 16:30:32.936941,Mobile Phone,Electronics,South,2,51274.04794912006,102548.09589824012,7370.899164871603,95177.19673336852
2024-09-26 16:30:32.936941,Tablet,Electronics,West,3,23987.179870217777,71961.53961065333,2942.766424140146,69018.77318651318
2024-09-26 16:30:32.936941,USB Drive,Peripherals,West,4,1690.110887221756,6760.443548887024,430.4990539491545,6329.944494937869
2024-09-27 16:30:32.936941,Headphones,Accessories,West,7,2010.7390997009725,14075.173697906808,368.9949848364777,13706.17871307033
2024-09-27 16:30:32.936941,Laptop,Electronics,South,9,90391.67817200322,813525.103548029,76128.78325603687,737396.320291992
2024-09-27 16:30:32.936941,Mouse,Peripherals,North,1,946.1149130694303,946.1149130694303,90.53763307647657,855.5772799929537
2024-09-28 16:30:32.936941,Mouse,Peripherals,East,9,2293.9944141454407,20645.949727308966,322.4163880969891,20323.533339211976
2024-09-28 16:30:32.936941,USB Drive,Peripherals,East,6,839.984603340482,5039.907620042892,392.40200931846925,4647.505610724423
2024-09-29 16:30:32.936941,Mouse,Peripherals,Central,5,1642.1466122009217,8210.733061004608,447.00577982221955,7763.727281182389
2024-09-29 16:30:32.936941,USB Drive,Peripherals,South,3,801.4005329885847,2404.201598965754,162.41737876194483,2241.784220203809
2024-09-29 16:30:32.936941,Headphones,Accessories,East,1,4442.7365221960745,4442.7365221960745,447.5335836343191,3995.202938561755
2024-09-30 16:30:32.936941,Headphones,Accessories,North,6,6476.377713938122,38858.266283628735,2220.222565841492,36638.043717787245
2024-09-30 16:30:32.936941,Webcam,Accessories,Central,2,7952.9480889398765,15905.896177879753,2031.4015471723721,13874.49463070738
2024-09-30 16:30:32.936941,Laptop,Electronics,East,1,46981.98387312856,46981.98387312856,1222.8788947032908,45759.104978425275
2024-09-30 16:30:32.936941,Laptop,Electronics,North,2,53416.866069778676,106833.73213955735,13290.101403827814,93543.63073572954
2024-09-30 16:30:32.936941,Webcam,Accessories,West,4,7794.932966919319,31179.731867677277,2022.775181950924,29156.956685726353
2024-10-01 16:30:32.936941,Speaker,Accessories,Central,4,12149.900618889718,48599.60247555887,424.01060100537313,48175.5918745535
2024-10-01 16:30:32.936941,Tablet,Electronics,North,2,49428.76238421947,98857.52476843895,7554.0315976738075,91303.49317076514
2024-10-02 16:30:32.936941,Speaker,Accessories,North,8,7847.200434677193,62777.60347741754,3463.057605673043,59314.5458717445
2024-10-02 16:30:32.936941,Tablet,Electronics,North,6,41925.67127744689,251554.02766468134,20198.912942491417,231355.11472218993
2024-10-02 16:30:32.936941,Webcam,Accessories,North,1,4996.00300987171,4996.00300987171,199.35496703981718,4796.648042831893
2024-10-02 16:30:32.936941,Headphones,Accessories,West,5,7636.2136964901965,38181.06848245098,5471.3548633600985,32709.713619090882
2024-10-03 16:30:32.936941,Mobile Phone,Electronics,Central,8,61288.08236519253,490304.65892154025,65832.0597827607,424472.59913877957
2024-10-03 16:30:32.936941,Headphones,Accessories,Central,8,8942.134964104898,71537.07971283919,7071.82163158834,64465.258081250846
2024-10-04 16:30:32.936941,Webcam,Accessories,North,8,4129.048161541343,33032.38529233074,2042.0501518989845,30990.33514043176
2024-10-04 16:30:32.936941,Webcam,Accessories,North,5,4291.637837917375,21458.189189586876,662.0514279120573,20796.137761674818
2024-10-04 16:30:32.936941,Mouse,Peripherals,Central,1,1305.5387586115708,1305.5387586115708,95.17681146349135,1210.3619471480795
2024-10-04 16:30:32.936941,Webcam,Accessories,Central,2,3444.1562709950294,6888.312541990059,125.54091813640014,6762.771623853659
2024-10-05 16:30:32.936941,Keyboard,Peripherals,East,3,7002.343201486808,21007.029604460422,2653.183279121153,18353.84632533927
2024-10-05 16:30:32.936941,Headphones,Accessories,East,8,3880.5384926888514,31044.30794151081,427.81021933958834,30616.49772217122
2024-10-05 16:30:32.936941,Headphones,Accessories,East,2,7595.213902896256,15190.427805792511,1989.922305679171,13200.50550011334
2024-10-05 16:30:32.936941,Mouse,Peripherals,South,9,2979.5248783734087,26815.72390536068,820.7044867595399,25995.01941860114
2024-10-05 16:30:32.936941,Monitor,Electronics,West,5,33513.75353456192,167568.7676728096,5089.412691688352,162479.35498112126
2024-10-06 16:30:32.936941,Keyboard,Peripherals,North,5,7976.173194577108,39880.86597288554,3547.6682411523425,36333.1977317332
2024-10-06 16:30:32.936941,Laptop,Electronics,West,5,79782.52027002953,398912.6013501477,43286.29153192364,355626.30981822405
2024-10-06 16:30:32.936941,Webcam,Accessories,Central,5,2462.349674805987,12311.748374029936,108.12964618762541,12203.618727842311
2024-10-07 16:30:32.936941,Mobile Phone,Electronics,North,6,69507.84005996691,417047.0403598015,47955.52126442439,369091.5190953771
2024-10-07 16:30:32.936941,Speaker,Accessories,South,9,6989.828375129572,62908.45537616615,5546.3493913915945,57362.10598477456
2024-10-08 16:30:32.936941,Speaker,Accessories,East,4,14228.830186499426,56915.320745997706,3668.1082961609345,53247.21244983677
2024-10-08 16:30:32.936941,Tablet,Electronics,East,3,31831.71002635744,95495.13007907232,11175.982197247367,84319.14788182495
2024-10-09 16:30:32.936941,Mobile Phone,Electronics,South,6,33513.42213610939,201080.53281665634,8316.284245287578,192764.24857136875
2024-10-09 16:30:32.936941,Keyboard,Peripherals,East,7,6548.618620208678,45840.33034146075,6232.708844277032,39607.62149718372
2024-10-09 16:30:32.936941,Tablet,Electronics,West,9,42015.02041635675,378135.1837472107,46956.924033143194,331178.2597140675
2024-10-09 16:30:32.936941,Speaker,Accessories,East,8,14636.069285209982,117088.55428167986,6138.479372982072,110950.07490869779
2024-10-09 16:30:32.936941,Webcam,Accessories,Central,9,5255.274820372537,47297.47338335283,5616.811369720971,41680.66201363186
2024-10-10 16:30:32.936941,Laptop,Electronics,Central,1,76774.00965171694,76774.00965171694,8628.827248556976,68145.18240315997
2024-10-10 16:30:32.936941,Monitor,Electronics,North,8,33819.69149104018,270557.53192832146,30604.426919179947,239953.10500914152
2024-10-11 16:30:32.936941,Tablet,Electronics,East,8,20656.6933950055,165253.547160044,8518.734241049953,156734.81291899405
2024-10-11 16:30:32.936941,Mobile Phone,Electronics,North,1,67900.6512934597,67900.6512934597,3632.7287162547823,64267.92257720492
2024-10-11 16:30:32.936941,Speaker,Accessories,South,9,12312.397555697307,110811.57800127576,14247.807914698937,96563.77008657683
2024-10-11 16:30:32.936941,Monitor,Electronics,East,3,11001.508053591437,33004.52416077431,4791.048334138519,28213.47582663579
2024-10-12 16:30:32.936941,Webcam,Accessories,South,9,4564.938127523691,41084.44314771322,999.7903704795243,40084.65277723369
2024-10-12 16:30:32.936941,Keyboard,Peripherals,South,5,6254.727187212356,31273.63593606178,3331.7812065532626,27941.854729508515
2024-10-12 16:30:32.936941,Monitor,Electronics,Central,9,24826.373417509,223437.360757581,3372.9258891894037,220064.43486839157
2024-10-12 16:30:32.936941,USB Drive,Peripherals,East,5,1607.1036850077758,8035.518425038879,306.12296761806647,7729.395457420813
2024-10-13 16:30:32.936941,Laptop,Electronics,North,4,84357.68410988638,337430.7364395455,17228.205800681528,320202.530638864
2024-10-13 16:30:32.936941,Mouse,Peripherals,East,9,2759.019610866988,24831.17649780289,3347.91572107393,21483.260776728963
2024-10-14 16:30:32.936941,Laptop,Electronics,North,1,92453.60344830109,92453.60344830109,6643.763045716471,85809.84040258461
2024-10-14 16:30:32.936941,Keyboard,Peripherals,South,1,3399.4184980023356,3399.4184980023356,490.94930068585165,2908.469197316484
2024-10-14 16:30:32.936941,Monitor,Electronics,South,9,13377.41171235811,120396.705411223,8465.71779663727,111930.98761458573
2024-10-14 16:30:32.936941,USB Drive,Peripherals,Central,9,1815.8926442392692,16343.033798153423,2424.5585831773633,13918.47521497606
2024-10-15 16:30:32.936941,Mouse,Peripherals,Central,7,1933.373364088045,13533.613548616315,991.4210243405948,12542.19252427572
2024-10-15 16:30:32.936941,Laptop,Electronics,North,5,45631.43708940137,228157.18544700684,26484.930618913666,201672.25482809317
2024-10-15 16:30:32.936941,Mobile Phone,Electronics,South,9,29889.480520805722,269005.3246872515,31746.004403403484,237259.32028384798
2024-10-15 16:30:32.936941,Speaker,Accessories,North,3,6704.090211666803,20112.27063500041,137.7149885538299,19974.555646446577
2024-10-16 16:30:32.936941,Keyboard,Peripherals,Central,3,5470.070461992494,16410.21138597748,18.86525937642309,16391.346126601056
2024-10-16 16:30:32.936941,Speaker,Accessories,South,8,7161.195536083492,57289.564288667934,5302.720776827268,51986.84351184066
2024-10-16 16:30:32.936941,Mouse,Peripherals,South,8,1626.492547457835,13011.94037966268,1424.5348236327886,11587.405556029891
2024-10-16 16:30:32.936941,Laptop,Electronics,East,8,94456.66015339328,755653.2812271463,29199.261196947202,726454.0200301991
2024-10-16 16:30:32.936941,Keyboard,Peripherals,North,7,5807.31933488581,40651.23534420067,2464.92665778642,38186.30868641425
2024-10-17 16:30:32.936941,Keyboard,Peripherals,South,9,1565.852696180332,14092.674265622989,1530.4074671657197,12562.266798457269
2024-10-17 16:30:32.936941,Headphones,Accessories,North,5,2279.234114141119,11396.170570705595,210.26497979835673,11185.90559090724
2024-10-17 16:30:32.936941,Keyboard,Peripherals,Central,1,7036.96803968066,7036.96803968066,623.0730750070395,6413.89496467362
2024-10-17 16:30:32.936941,Mouse,Peripherals,Central,2,530.774257540189,1061.548515080378,83.72633753167968,977.8221775486983
2024-10-18 16:30:32.936941,Tablet,Electronics,South,8,16567.24576766339,132537.96614130712,15739.948937305086,116798.01720400203
2024-10-18 16:30:32.936941,Tablet,Electronics,South,1,33587.987070983494,33587.987070983494,4924.597365234886,28663.38970574861
2024-10-18 16:30:32.936941,Mouse,Peripherals,North,3,558.3802408204648,1675.1407224613945,226.16489902103686,1448.9758234403575
2024-10-19 16:30:32.936941,Tablet,Electronics,East,5,46094.12853080384,230470.6426540192,11767.385200301484,218703.25745371773
2024-10-19 16:30:32.936941,Mouse,Peripherals,South,4,1390.4641177939852,5561.856471175941,423.3515782766705,5138.50489289927
2024-10-20 16:30:32.936941,Monitor,Electronics,South,5,14175.901040370865,70879.50520185432,9359.441214450602,61520.063987403715
2024-10-20 16:30:32.936941,Mobile Phone,Electronics,West,8,67551.28351777515,540410.2681422012,48565.63740167319,491844.63074052805
2024-10-20 16:30:32.936941,Laptop,Electronics,West,6,72003.19772592175,432019.1863555305,29982.710767035613,402036.4755884949
2024-10-20 16:30:32.936941,Headphones,Accessories,South,4,3572.051999732832,14288.207998931328,1855.131944370731,12433.076054560597
2024-10-21 16:30:32.936941,USB Drive,Peripherals,East,2,504.7517728710526,1009.5035457421052,36.40003105891288,973.1035146831923
2024-10-21 16:30:32.936941,Monitor,Electronics,South,6,32020.892877679187,192125.35726607512,18229.16446706043,173896.19279901468
2024-10-21 16:30:32.936941,Headphones,Accessories,North,5,2896.344674804828,14481.72337402414,31.096483679506235,14450.626890344634
2024-10-22 16:30:32.936941,Headphones,Accessories,West,4,7780.851300312722,31123.405201250887,2276.4956861506575,28846.90951510023
2024-10-22 16:30:32.936941,Keyboard,Peripherals,East,4,7659.97216876906,30639.88867507624,353.25681446954695,30286.631860606692
2024-10-23 16:30:32.936941,Mobile Phone,Electronics,East,2,62425.18863600189,124850.37727200378,7586.583636850795,117263.79363515298
2024-10-23 16:30:32.936941,Keyboard,Peripherals,Central,6,5422.705124281962,32536.23074569177,2455.2683260540493,30080.96241963772
2024-10-23 16:30:32.936941,Mouse,Peripherals,Central,4,2509.896268881301,10039.585075525203,1167.623045992986,8871.962029532217
2024-10-23 16:30:32.936941,Keyboard,Peripherals,North,2,3265.055808173075,6530.11161634615,700.3923966156178,5829.719219730532
2024-10-24 16:30:32.936941,Mobile Phone,Electronics,East,6,54995.99106878272,329975.9464126963,42890.998558450025,287084.9478542463
